City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
309,acarau,-2.8856,-40.12,25.91,85,22,3.71,BR,1682032905
310,green river,41.5286,-109.4662,4.43,37,33,5.36,US,1682032913
311,taitung city,22.7583,121.1444,25.15,83,75,1.03,TW,1682032913
312,kaa-khem,51.6833,94.7333,-7.67,61,69,2.05,RU,1682032913
313,saint-philippe,-21.3585,55.7679,25.77,84,45,5.5,RE,1682032913
314,kudahuvadhoo,2.6708,72.8944,28.01,73,41,1.9,MV,1682032913
315,ust'-talovka,50.5493,81.85,-4.87,73,1,1.68,KZ,1682032913
316,shubarshi,48.5872,57.1869,7.38,42,66,3.91,KZ,1682032913
317,akdepe,42.0551,59.3788,9.05,17,1,4.29,TM,1682032913
318,piti village,13.4626,144.6933,28.03,80,91,7.65,GU,1682032913
319,kodinsk,58.6881,99.1844,-9.19,94,100,2.01,RU,1682032913
320,nishinoomote,30.7333,131.0,19.01,92,100,10.08,JP,1682032913
321,mogadishu,2.0371,45.3438,28.56,76,62,4.34,SO,1682032692
322,san bernardo del viento,9.3533,-75.9524,27.3,78,57,5.27,CO,1682032913
323,grand falls-windsor,48.9332,-55.6649,1.39,92,100,2.68,CA,1682032913
324,mili,6.0815,171.735,27.95,77,73,3.74,MH,1682032914
325,wanaraja,-7.1749,107.9808,20.15,97,81,0.9,ID,1682032914
326,mccook,40.2019,-100.6257,14.25,24,75,6.17,US,1682032914
327,karratha,-20.7377,116.8463,23.08,40,69,6.85,AU,1682032914
328,ixtapa,20.7,-105.2,25.57,78,0,7.2,MX,1682032914
329,tarawa,1.419,172.984,30.05,74,20,2.57,KI,1682032914
330,port blair,11.6667,92.75,27.49,72,26,2.71,IN,1682032914
331,wahneta,27.9528,-81.727,28.01,52,0,5.66,US,1682032914
332,maun,-19.9833,23.4167,16.98,59,0,1.54,BW,1682032914
333,tokonou,9.65,-9.7833,24.35,76,94,4.4,GN,1682032914
334,tallkayf,36.4894,43.1192,17.39,65,75,1.51,IQ,1682032914
335,damghan,36.1683,54.348,17.77,28,3,0.92,IR,1682032915
336,okha,53.5739,142.9478,0.13,90,100,7.76,RU,1682032915
337,novodvinsk,64.4165,40.8122,1.86,99,100,1.53,RU,1682032915
338,bhamo,24.2667,97.2333,23.76,36,26,0.75,MM,1682032915
339,saurimo,-9.6608,20.3916,19.14,93,66,1.07,AO,1682032915
340,fuerte olimpo,-21.0415,-57.8738,18.68,70,0,2.41,PY,1682032915
341,debre tabor,11.85,38.0167,15.17,24,25,0.86,ET,1682032915
342,egilsstadir,65.2653,-14.3948,5.95,61,0,2.06,IS,1682032915
343,coronel dorrego,-38.7187,-61.2873,18.71,50,44,5.1,AR,1682032915
344,mitu,1.1983,-70.1733,24.1,95,100,0.66,CO,1682032915
345,qarauyl,48.9451,79.255,-4.25,52,0,2.38,KZ,1682032816
346,ponta delgada,37.7333,-25.6667,14.4,67,40,9.26,PT,1682032915
347,ormara,25.2088,64.6357,25.6,79,42,6.12,PK,1682032915
348,fortuna,40.5982,-124.1573,13.19,57,84,1.58,US,1682032915
349,calabazar de sagua,22.6447,-79.8961,21.26,94,75,2.06,CU,1682032916
350,tayshet,55.9342,98.0044,-8.24,95,64,1.84,RU,1682032916
351,koh kong,11.6175,102.9806,27.43,85,90,0.82,KH,1682032916
352,malango,-2.9627,119.9001,20.48,97,100,0.76,ID,1682032916
353,opuwo,-18.0607,13.84,19.36,71,98,1.48,NA,1682032916
354,huilong,31.8111,121.655,13.08,90,68,7.68,CN,1682032916
355,lethem,3.3803,-59.7968,29.62,61,100,3.09,GY,1682032916
356,ifanadiana,-21.3,47.6333,19.57,99,57,1.02,MG,1682032916
357,mezhdurechensk,53.6942,88.0603,-5.34,93,100,1.4,RU,1682032916
358,luena,-11.7833,19.9167,17.53,79,85,0.68,AO,1682032916
359,korla,41.7597,86.1469,9.96,38,100,1.84,CN,1682032917
360,merizo village,13.2658,144.6691,27.85,78,89,7.85,GU,1682032917
361,trail,49.0998,-117.7022,12.6,52,98,2.62,CA,1682032917
